Channel_1_fft,Channel_2_fft,Channel_3_fft,Channel_4_fft,Channel_5_fft,Channel_6_fft,Channel_7_fft,Channel_8_fft,Channel_9_fft,Channel_10_fft,Channel_11_fft,Channel_12_fft,Channel_13_fft,Channel_14_fft,Channel_15_fft,Channel_16_fft,Channel_17_fft,Channel_18_fft,Channel_19_fft,Channel_20_fft,Channel_21_fft,Channel_22_fft,Channel_23_fft,Channel_24_fft,Channel_25_fft,Channel_26_fft,Channel_27_fft,Channel_28_fft,Channel_29_fft,Channel_30_fft,Channel_31_fft,Channel_32_fft,Label
35.05042425141122,43.520929785845674,41.964084950544375,18.73121804923089,16.14820292210524,4.761881238774306,20.115050016416692,8.418145464145024,29.13547335272496,2.0301590124193396,10.219345032682668,8.55986708259309,1.9259002059364094,17.666836580007516,3.8761241189481788,7.6284044283690475,8.140180695503487,4.048202564508968,1.8031990931808215,3.1041919568816576,6.26882617553873,9.119245557840046,3.559178093920737,4.786825840812223,2.986593634707212,4.69137649335268,7.670325621687438,7.064156002439766,6.509842207284597,4.266121640967414,4.436723652558787,5.1071228851703125,1
14.202000890888323,15.534743711831215,18.20432216944462,11.096732987748837,5.067961180620463,7.102403547232053,5.851524017105756,4.617894768742616,14.861551030610558,3.707827256763515,3.2010620468159363,3.500352843272966,3.752944705415704,5.950915632087494,2.488378993733213,3.3626965850439072,3.185278962096662,3.6801373823567256,1.6571209950084085,1.997624755458423,1.4673370026330794,3.9043155667604057,1.803605992716161,2.1543867320574424,1.5649221740003885,2.124666458328213,4.6407217350304375,3.335833242262787,3.6833656274872593,2.423051469860213,2.431692569753533,2.609364443114785,1
19.848050552921507,20.71835100701635,10.81932883820173,14.819654684315218,5.840146632885444,7.098878163525499,5.061801935563648,5.998734458100265,20.396408655124418,7.353822875774319,2.241936345993069,4.8059799464877395,3.115354259270318,4.270241486212488,0.9771966644993393,2.5064154558088796,1.8275313689488275,2.4777663438935584,1.1614330170594171,1.8842138316606794,2.2360101270392705,3.6660412811017453,2.7223729299428534,2.2791182491814954,6.584576339173166,2.0448436572490074,4.9405284172164174,3.4527743333871648,4.426176773229718,2.090897593686542,2.399547953789205,2.513073809702161,2
3.206243101193085,3.720093511611514,3.207913047127756,4.248846528608008,1.1755031217362901,4.835813452602987,3.625894804954529,2.8602420388967866,8.114420803671175,2.993411687243547,2.0265937743525844,2.8464257180343013,4.092178222122302,3.259757406487883,2.9840145303883516,4.882685341670969,4.574771816868017,5.187049981561518,3.546356421285539,1.1935639226636139,3.6767894249998734,5.98130858490687,1.0849404957820417,3.05363351324233,1.5568240323187947,2.6110729622062983,4.904433338810528,3.3421974555435874,3.1478283148866018,2.3992179410306327,2.9778822011021373,2.3571966875293073,1
4.91902481511373,5.142575656902512,2.780907817330656,3.8428691041527174,1.579410694130867,2.800563875876688,1.5052036003076554,1.8196271206332169,6.169284156713229,1.575807428617351,1.2714310773283828,1.5497711177985884,1.2521413076743628,2.681862749309433,1.3544693038878555,2.688089949751479,2.5322286111755656,1.9705447348199479,2.1849506155041225,1.0799532026613397,2.5525741133520263,4.406969131958341,1.198719869907614,1.529356803225098,1.8672040815694635,1.9720418076595394,3.439324981857673,2.457447566449051,1.9077872840408676,1.7949436129023473,2.5377238104763093,1.5977722821025877,1
25.673862093191556,26.536925740781605,27.805103592913145,18.58147020589434,6.156864633434765,10.237803231985206,2.6570842594312882,6.944032915614613,11.795549234962568,4.880988963995735,1.60748774083416,4.694320748475442,4.550917497952745,2.7888699558345245,1.7574979837729452,3.553656983234561,3.3682862440090138,5.190506761560083,2.6653778727492643,1.3652926335880506,1.9078966740596042,5.48226241710695,2.6246936966754784,2.4552590403144876,3.4581002131581746,2.596461968405312,6.708813353858522,4.716876904879489,5.12949873730869,3.0032824383352437,3.3780057713043363,3.4846416015157837,2
23.609511377164186,24.41069820089468,25.827110220852024,16.02592682595952,6.8964339171107385,7.864233408591084,4.520546209610798,6.288313218584226,14.310090280087968,3.3825480558094037,2.418613984883963,4.82848746971779,3.009973667375822,4.986487000915997,1.697940863956758,3.767959532291351,4.107073160679607,5.772852347495249,1.5179609037816475,1.6835995723732926,2.5784871696621883,6.273116431156286,2.575804496977904,3.0092626325105987,3.303723420312045,3.570093179300351,7.09183390513425,4.666939292693663,5.42078045968713,3.427600520164201,3.572792560666833,3.6497807176331816,2
4.712988175787141,5.681328539670862,2.4160556572543825,3.604217939472973,1.438680064345491,1.69011133765358,1.3773064174559817,1.9921293488400975,5.173270632263044,1.1537123304406263,0.9250181822636615,2.5705034266338824,1.3886322842603835,2.0316679870537713,1.2207447150692028,1.954949403895285,1.5397140423504387,2.0730742002733966,1.1006164890946653,1.3172378000450267,1.5897369042393985,1.6316010008260182,1.0354008822615322,1.4218713945181793,1.9249379512741578,1.2389698231423256,1.9016382329959314,2.050800476643064,2.0498999675787526,1.7669533310737529,2.0206485426209406,1.0750354811404272,2
1.543326151314495,1.2650634608688487,1.9094164362509773,2.0262394187027573,1.0361695553227,1.2411421021471556,1.0436843525310355,1.844403597609657,3.994745015576908,2.428308258611622,0.8264694307849679,2.4379674099983797,1.0053912844796848,2.945306906708573,0.9920376777688695,2.0031267732360334,1.9220993585503305,1.2879657756349165,1.4861460910810043,0.45275930499209915,2.041978521639771,2.2129642120273374,0.3765307032433923,1.7410362332283962,2.9927258861736443,1.3298554878049038,2.2453955839077344,1.7198864566058456,1.746755989722111,1.2629088242472966,1.8230844058107787,1.4053505162691886,1
27.55358182972094,24.002186734783457,13.675150545142385,23.27438215363953,4.653717022897228,17.078154120256276,3.988671133240934,8.455915683840601,23.26496515790994,16.823444843229243,2.4531420940990794,6.078515978161715,7.032843890071753,3.991298696021899,4.109245299826181,6.31518727434443,3.7065987140334484,7.4931759045456054,2.5926226688227367,1.9748694837050664,4.769485609137641,7.679488918408077,3.557528761445872,4.2693375452268185,6.351348523590271,4.1050076490487335,4.931186560881246,7.607891069305589,6.124321237766614,4.795642149170173,6.129419179752775,3.6347419446162204,1
