Channel_1_fft,Channel_2_fft,Channel_3_fft,Channel_4_fft,Channel_5_fft,Channel_6_fft,Channel_7_fft,Channel_8_fft,Channel_9_fft,Channel_10_fft,Channel_11_fft,Channel_12_fft,Channel_13_fft,Channel_14_fft,Channel_15_fft,Channel_16_fft,Channel_17_fft,Channel_18_fft,Channel_19_fft,Channel_20_fft,Channel_21_fft,Channel_22_fft,Channel_23_fft,Channel_24_fft,Channel_25_fft,Channel_26_fft,Channel_27_fft,Channel_28_fft,Channel_29_fft,Channel_30_fft,Channel_31_fft,Channel_32_fft,Label
0.21716388422263172,0.29552729761878205,0.36702813335766377,0.43005828781518274,0.4832182201673802,0.525354988609462,0.5555935858116535,0.5733605502907659,0.5783990654162909,0.5707750230546946,0.5508738152466044,0.5193879147731091,0.4772956034764113,0.42583149516205954,0.36644976755842973,0.3007812555776609,0.2305857574859197,0.15770105937566148,0.08399028598564073,0.01128923371971785,0.05864466705918617,0.12418017841256634,0.18385540673970022,0.23641498548177053,0.2808402056123604,0.31637125820597545,0.3425210271892846,0.359080160740697,0.36611344620514075,0.3639478051849849,0.3531525022609152,0.33451241282211136,1
0.30899541395125735,0.27771513971251627,0.24189047258866112,0.2028032220520102,0.1617554671190914,0.12002801204727068,0.07884132494782045,0.03932020185753586,0.0024632293756414597,0.03088208548506663,0.060037880667523774,0.08450781053205689,0.10398209028081963,0.11833583383998311,0.12762104726329887,0.13205286019657908,0.13199076929333803,0.12791582297991005,0.12040479148773214,0.11010243621650267,0.09769301675247444,0.08387215263026859,0.06932009243492858,0.05467733906241794,0.040523442393676515,0.027359606059571058,0.015595571091770982,0.005541044352670679,0.002598257799708674,0.008720071810735502,0.012820854459037991,0.014987312391271386,1
0.015384781514073673,0.014243144205319413,0.011841038395636667,0.00848914316633138,0.004513320747343404,0.0002383563843962183,0.004027031362810636,0.008003332313668121,0.011451076421529212,0.014179023858727345,0.016049519935612946,0.016980961024568458,0.016947452355508704,0.015975862356345724,0.014140585952552015,0.011556416686508784,0.008369991553649384,0.004750311181945185,0.0008788507768619069,0.003060235250380598,0.006889348025916104,0.01044570791514644,0.013588310061716145,0.01620332022669671,0.018207752401825872,0.01955136509440114,0.020216806116214618,0.020218121609501503,0.01959781994266429,0.018422741798517286,0.016779031932820154,0.01476653433450085,2
0.012492940491108946,0.01006801073812192,0.0075981627215775446,0.0051816810683072085,0.10303284874329505,0.16730423044176096,0.22837987319788283,0.2847607097151631,0.33504809175237843,0.3779826325888419,0.4124797080984706,0.43766052645273934,0.4528777936527647,0.45773515163956124,0.4520997434060128,0.4361074600916499,0.4101606423922731,0.37491823601383867,0.33127863115520845,0.28035564171642835,0.22344829371991845,0.16200528718833795,0.09758516485017407,0.03181335871537988,0.033662613060801996,0.09721846520151217,0.15729762732390953,0.21245356026144757,0.26138864496667474,0.3029884899685157,0.3363506483781948,0.36080691305765444,1
0.3759385629208898,0.3815841576293246,0.3778397146622076,0.3650513439446593,0.3438006527827244,0.31488345978575927,0.279282563158359,0.2381354893096856,0.19269829618489454,0.14430661724534183,0.09433520310654842,0.044157246429486055,0.00489523878919336,0.05156876889485483,0.09472235472906529,0.1333570917403184,0.16664055229845048,0.1939253439397639,0.21476140257626558,0.2289018054263284,0.23630210691955283,0.23711341449012258,0.2316696227017139,0.22046940680254357,0.2041537346375689,0.18347978387138078,0.1592922458521824,0.13249305556161659,0.10401060764723338,0.07476950158240268,0.04566180595460517,0.01752074544783222,1
0.008902401872278996,0.03295754996001607,0.054110705399086564,0.0719542078849665,0.0862121733021872,0.09674117927380195,0.10352640265515774,0.10667357425254513,0.10639725253078139,0.10300603059635849,0.09688537573220836,0.08847885581624011,0.07826853091537311,0.06675528130669385,0.05443980646974178,0.04180496571270259,0.029300043578698476,0.017327416446919874,0.006231975891793411,0.0037064650819561284,0.012277689147437505,0.0193425509262972,0.024831569784417137,0.028740905202823158,0.03112607252445268,0.0320938284854556,0.031792705192850504,0.030402696954538528,0.028124606529291003,0.025169536931044338,0.021748973876042695,0.01806584516330204,2
0.014306870308014568,0.010636430715926503,0.007192102033630871,0.004081900582699392,0.0013832094158628093,0.0008567293811819403,0.0026189374083385687,0.00390967294296769,0.0580243570032247,0.17856502672247898,0.29569355259384206,0.40696227860050194,0.5100469888414441,0.6028022383015887,0.6833123251122175,0.749936539816063,0.8013474907294831,0.8365615034357158,0.8549603200828124,0.8563035729446515,0.8407317684858258,0.8087597845218738,0.7612611455889235,0.6994435922693714,0.6248166915112687,0.5391524403285003,0.4444399891263797,0.3428357489097602,0.23661024573070424,0.12809314417085116,0.019617878986281784,0.08653268891471019,2
0.18817823724401883,0.28328930943490177,0.37003087342941693,0.4468001358884574,0.5122578113164885,0.5653522371409656,0.6053359273511596,0.6317743630852761,0.6445470228985896,0.6438408529714353,0.630136563256039,0.6041883050628403,0.5669974350003048,0.519781196334453,0.463937249295181,0.40100505498144795,0.33262516246031015,0.2604974653548682,0.18633948336781303,0.11184568718817275,0.03864882410265183,0.03171588107063114,0.09784287642346551,0.15848412812502966,0.21257213218081616,0.25923770144289615,0.2978222780243832,0.32788466396530486,0.3492022035445117,0.3617665858741049,0.36577456341019815,0.36161399808033984,2
0.34984574947035163,0.33118200687304167,0.30646173728938064,0.27662397339906464,0.24267969821501897,0.2056830961801096,0.1667029338780264,0.12679480778121782,0.08697495244136591,0.048196241543471935,0.011326937982889446,0.022867340351581153,0.05373807268241411,0.08076444728542753,0.10355998868717559,0.12187517098349182,0.13559610234912808,0.14473947553538946,0.14944408124924133,0.14995927280605378,0.14663084867565376,0.13988488221258089,0.13021007315527916,0.11813922210501492,0.10423043645404993,0.0890486640571604,0.07314811990835829,0.0570561223993896,0.041258791188371974,0.026188980613137375,0.012216733712165154,0.00035755460407702055,1
0.01130717745948187,0.020480372678998937,0.027798908404742764,0.033254201825099014,0.0369012572111829,0.038850778443229754,0.03925986452774381,0.03832173225733803,0.036254926911666874,0.03329247933589911,0.029671446309597064,0.025623232105705013,0.012644167875035486,0.012437232601329508,0.011486003470280351,0.009805014949362884,0.00744048303913152,0.004470004813973895,0.0010009181515931173,0.0028326731553053692,0.006874144848985044,0.010949745745143364,0.014874961587206553,0.01846162187123554,0.02152548088174844,0.023893973061900345,0.025413823763959453,0.025958190639912754,0.025433019126800103,0.02378231773461186,0.02099209460163777,0.01709274486724243,1
