Channel_1_fft,Channel_2_fft,Channel_3_fft,Channel_4_fft,Channel_5_fft,Channel_6_fft,Channel_7_fft,Channel_8_fft,Channel_9_fft,Channel_10_fft,Channel_11_fft,Channel_12_fft,Channel_13_fft,Channel_14_fft,Channel_15_fft,Channel_16_fft,Channel_17_fft,Channel_18_fft,Channel_19_fft,Channel_20_fft,Channel_21_fft,Channel_22_fft,Channel_23_fft,Channel_24_fft,Channel_25_fft,Channel_26_fft,Channel_27_fft,Channel_28_fft,Channel_29_fft,Channel_30_fft,Channel_31_fft,Channel_32_fft,Label
0.0384576589430945,0.20632290300762757,0.37507379333913654,0.5346468484389224,0.6485313131639605,0.6649900313083744,0.5433317178466646,0.28155256520504224,0.07021939185084825,0.4196198918503644,0.6630689447513394,0.7252343614314385,0.5898140354347832,0.3080162714299352,0.019367081802026065,0.27935668139646097,0.38887657517792756,0.32510460559544263,0.1324509023477553,0.09633078386517321,0.2574707830490455,0.27748194500119283,0.142389050958673,0.09661105933721174,0.34348513976287276,0.49586347767949257,0.4864287944236431,0.31042514736565696,0.027885022235636908,0.26051667688721325,0.45400074692844644,0.4915842815052437,1
0.3745502372165445,0.16233593655108788,0.05553098712162907,0.19824769522028152,0.2257275883859972,0.15017183338814605,0.023941804830483915,0.08823581106483044,0.13821627086872135,0.11136743745515933,0.02603694152876862,0.08060552405274052,0.17078962740495596,0.2191869680398595,0.21664402141097594,0.16661985075056981,0.07974402894569381,0.029018026300517114,0.14003490492997228,0.22872528073969267,0.2692988246406505,0.2436257257702047,0.15178172888927322,0.017830941023890212,0.11461146413806644,0.19761855590477395,0.19937043779181116,0.12018014793017234,0.004602109240494437,0.11787088514727617,0.16541946889820605,0.12103246125050668,1
3.8391240369920615e-05,0.14575276468286982,0.25012758014309233,0.26176612452932324,0.1673872219730796,0.0017654128406110747,0.18279853239505342,0.30729956057211294,0.32902013091507837,0.24138995396646556,0.07824087845725103,0.1013596863896116,0.2367954758460783,0.28794724782412134,0.24713039729667732,0.13748410934394095,0.0002993244588648525,0.12200487399183466,0.1997138773860202,0.22155529847545305,0.19201289485670672,0.12397173841141804,0.03196465628296741,0.07035348929108527,0.1684620829113488,0.24417887277343223,0.27598707035588765,0.24473541738609034,0.14324464463501696,0.01499357922789643,0.1937376057989106,0.34185122288281855,2
0.4096799074230574,0.367874847312443,0.22056350429274602,0.006621194342778455,0.018046874863675927,0.128954030130761,0.20119519938143077,0.21223562386117273,0.16033220408585863,0.06344038042104161,0.04868286492472022,0.14514308041845958,0.2029395517746425,0.211662987140472,0.17360966683481144,0.10085061741360105,0.011225826068237924,0.07545923851265171,0.1407833401887206,0.17093530515912003,0.15992610810458624,0.11207351461985911,0.042279975060017815,0.0272791695854252,0.07409197775267612,0.08379800744425026,0.05655306356288344,0.007757634873387501,0.03809614268761185,0.05828232542283196,0.042461319207351016,0.0023081567279594414,1
0.05507342470720445,0.09160670445430918,0.09681447288481003,0.07233143284807061,0.0349890327939366,0.0066875997193193495,0.001049503105013505,0.014392415247289216,0.026640293826381452,0.012532855857081159,0.042421689058293736,0.13006374030332057,0.21906377933220325,0.2672550366231724,0.24128162583964477,0.13376748381156328,0.03080069702390484,0.20457942107904373,0.33512124256397713,0.38535075186971324,0.34567118355438087,0.23363033873376765,0.08306203019904697,0.07046173138518638,0.20023345039069054,0.2909571100331648,0.3346902721558515,0.3257248309025571,0.25995676651602506,0.14021971316452012,0.01634054123973279,0.1756916382603691,1
0.2940964450673922,0.3341200206070186,0.2822096530341307,0.1580001889642712,0.008727248060032888,0.1102285326164652,0.1598324232619765,0.1346956993150522,0.06416300342770527,0.0036101794277419857,0.02657981864413643,0.009905729894055554,0.08612471364409952,0.15850702881860712,0.1819592808366839,0.13256790780421912,0.019539748582836886,0.11894000903430202,0.23316811384328068,0.28375737695527425,0.2574780268053022,0.17033708755078045,0.05759205974940597,0.0435362275865151,0.10978418526727036,0.13909373445909523,0.14658461325298763,0.15227622072810376,0.16742186826962763,0.18663957862511998,0.18986556579377778,0.15318078433166116,2
0.0631663539310363,0.0723600632898325,0.2228173844016258,0.3439619446853639,0.3941581551271785,0.3510088327265096,0.2212301935652535,0.03950051479788455,0.016968699466442694,0.19449666801063226,0.3181096979213074,0.3587313711317351,0.32121366498870396,0.2383527032874821,0.15200529924014333,0.09179187643439202,0.06250599717564051,0.04604718922101912,0.015650899173953695,0.04615508323863665,0.13585132674512115,0.22951733145740702,0.2948303148898366,0.30752528064554885,0.26332040337293733,0.1791742082873053,0.08375072673809775,0.0027373163811613144,0.052919732371996375,0.08983967121212319,0.1251821069043501,0.17409119261517195,2
0.23852824732365582,0.30330582871379524,0.34125641759730974,0.3249762423028302,0.23962842880832064,0.0910444358461922,0.09431011884900459,0.27725995598271386,0.4181593500464826,0.4883387712448628,0.4765119367563241,0.3886197903495523,0.2427383206641547,0.06261376658730716,0.12683593838770485,0.3008175905292136,0.4341716710732225,0.5020836825452851,0.4844466360800873,0.37378960153971574,0.18348788707631872,0.04894237404668955,0.26774304762296974,0.414413771563714,0.44807494744598475,0.36230211613152397,0.19020884170699767,0.006003250023611378,0.1579593493229381,0.2174489190384636,0.17504097259152906,0.0627812039618561,2
0.060435718865167104,0.13461676946479154,0.12436767281197125,0.033344152936063645,0.0986909215913102,0.21449569343011687,0.2649054276059287,0.22962197887279542,0.12408283617096436,0.009999166733338727,0.1251738833510329,0.18968475674383356,0.19961274871848328,0.17631832468747163,0.15097696409714784,0.14435496476556958,0.15256779777150292,0.14705377411071333,0.09019565575525189,0.04018899585461258,0.22994703751147866,0.4236447480481973,0.5413542497475909,0.5124112894777133,0.31183114358976016,0.018475374067186023,0.37651675160375764,0.6357803618033728,0.6963005472595146,0.529024830734882,0.19231877191339886,0.18899743014541998,1
0.47447912273808246,0.5664930481802424,0.44949053000045436,0.1919221984499336,0.0894756863534738,0.2849065732574445,0.33884386713726516,0.26687612399359506,0.13592332591989328,0.02096763127448005,0.036786359045177824,0.04741823278791074,0.001617522092676675,0.07156518069391396,0.1080891793302718,0.09397407174730636,0.03626823614441825,0.038606373344297576,0.09937412690704345,0.12570191408291226,0.11646211385968057,0.08625668807986003,0.053004222894714084,0.024736056563567095,0.005722640936841508,0.05422006074247085,0.13028400449735375,0.2228521994014645,0.29663897467067746,0.3039203629253506,0.20801321938834633,0.007358628867488809,1
