Channel_1_psd,Channel_2_psd,Channel_3_psd,Channel_4_psd,Channel_5_psd,Channel_6_psd,Channel_7_psd,Channel_8_psd,Channel_9_psd,Channel_10_psd,Channel_11_psd,Channel_12_psd,Channel_13_psd,Channel_14_psd,Channel_15_psd,Channel_16_psd,Channel_17_psd,Channel_18_psd,Channel_19_psd,Channel_20_psd,Channel_21_psd,Channel_22_psd,Channel_23_psd,Channel_24_psd,Channel_25_psd,Channel_26_psd,Channel_27_psd,Channel_28_psd,Channel_29_psd,Channel_30_psd,Channel_31_psd,Channel_32_psd,Label
0.017153840220848916,0.004185348969172798,6.8798693604165486e-06,0.0044041437900088675,0.01497738586220878,0.0279845673179017,0.039462412197825224,0.04629210598427384,0.04692355558545005,0.04159608189251551,0.032051363349614906,0.020877354396731936,0.010709734289568841,0.003530340601032006,0.000244397220075007,0.0006151088913411012,0.0035212352077604527,0.007415307589918719,0.010820302297311127,0.012716478859233502,0.012726209437029547,0.01107989296589937,0.00841451237864776,0.0054977853269656644,0.002976338045129646,0.0012198361113770209,0.0002882606614810638,4.188431107961013e-06,8.119219338888297e-05,0.0002512297204493536,0.0003470791687499721,0.0003221090808800516,1
0.00021718537469850356,0.00010288006103202974,2.8876869791347144e-05,2.4396149855490675e-06,1.321640733836298e-07,4.942569039093543e-08,1.2790434284943183e-05,9.147220096714768e-05,0.00031253357949661913,0.0007343361917544349,0.0013526943419414552,0.0020760516579518867,0.002736352638065254,0.0031373205059364124,0.0031256394470421337,0.0026591075511576425,0.001844065799783195,0.0009235144437843776,0.00021430846775265063,1.0591744404798529e-05,0.0004842570119879652,0.0016164980846061798,0.003185888743269459,0.004820557064649613,0.006100911241905722,0.006682205624713701,0.006398900499904262,0.005317818744522121,0.003722908514344764,0.0020357755714304547,0.000696071056820784,3.7918952008910484e-05,1
0.00019913784362925332,0.0010891730895504997,0.0024231808850196743,0.0038096564891552933,0.004863671856377839,0.005311685529778479,0.005058377240194661,0.0041990217286647594,0.002977997223317309,0.0017096438668814475,0.0006872297127038805,0.00010687306656368316,2.6335573491515434e-05,0.00036648710493494423,0.0009501079415774345,0.0015625823860637277,0.002014641256123168,0.002189274063018329,0.002061885450795589,0.0016919920820129602,0.0011931809526315028,0.0006932665436805594,0.00029749624008501335,6.463970521392263e-05,3.8222340769743117e-07,6.66475658593683e-05,0.00020111555911540748,0.0003393410719238915,0.0004326346407262993,0.00045751129035718954,0.000415878426961133,0.00032804123111788,2
0.00022225449101321966,0.00012470120578437005,5.2713185229361975e-05,1.2375438423216469e-05,0.0007768545442146187,0.0015868268698116944,0.002396832414771319,0.0029604385544536203,0.003096280917325111,0.00275042807084593,0.0020206211911757855,0.001132782337775256,0.00037524092804201877,9.996753080681986e-06,0.00018847722570917725,0.0008988291091241556,0.001962669821313731,0.003084078087002717,0.0039371149088761985,0.004265574572149371,0.003964088809302269,0.0031147884060619344,0.001967057074488403,0.0008654287540478527,0.00014691970177179765,3.891430450796292e-05,0.0005889678861323896,0.0016483743979738051,0.0029149697725400505,0.004022476014080167,0.004649389659965028,0.004614430854543866,1
0.0039297416416204795,0.0027960228067437608,0.0015415534305593585,0.0005240265982547203,2.513504560373143e-05,0.00016955359311423128,0.0008920191936268072,0.001961225233529177,0.003051964195215742,0.00384271061561545,0.0041088995046850325,0.0037844211096854244,0.0029743319267408305,0.0019169971376182442,0.0009090277411772224,0.00021686051841582698,1.6731446158477882e-06,0.0002790216825288685,0.0009231395051351341,0.0017120281234382147,0.002397606070739626,0.002778735486525518,0.002755537282192853,0.0023504112496420264,0.0016920594380505432,0.0009700202052975551,0.00037535379080063405,4.595696901286962e-05,3.2081417221456954e-05,0.00029032528716911273,0.0007052282197522698,0.001129537517601444,1
0.001429558660759089,0.0015218430290113675,0.0013914186350579495,0.0010882402206622978,0.0007053186058315876,0.00034700919133001835,9.787284412066875e-05,1.1278306315872281e-06,5.178838931842729e-05,0.00020461367774228078,0.0003925977566909985,0.0005491734801132005,0.0006271223094388083,0.0006091246022869821,0.000508079622289952,0.0003586312169211141,0.0002037334707004376,8.098095839217499e-05,1.2760264050035475e-05,2.490936716840454e-06,3.703398562873762e-05,9.348835285183939e-05,0.00014758719189208335,0.00018091661432957575,0.00018503468564126158,0.00016185795631800556,0.00012093041642654865,7.501523668500638e-05,3.567357453581671e-05,1.0160660997235765e-05,2.9003041330871177e-07,3.1744245969375743e-06,2
1.319415441274585e-05,2.4309506589333413e-05,3.192933910811464e-05,3.387120034745132e-05,3.034449259135272e-05,2.321246626987783e-05,1.4952276168606177e-05,7.719701647517072e-06,0.002054725627388945,0.002517076497113722,0.019966613605535446,0.04916771559080884,0.08178445548458692,0.10874330059606518,0.12274030979846742,0.12018716603864404,0.10206866910820965,0.07350785774874753,0.042206224278141774,0.01623718986772276,0.0018340316372529079,0.0017876957434832935,0.01487058567017935,0.03639426858930943,0.05968544019989035,0.07801880153601,0.08644390124706297,0.08300655282359419,0.06906638964267577,0.048684709085701536,0.027318589743004277,0.010234319843088653,2
0.0011007924407389186,0.001137438807600458,0.009006050505142681,0.021412026227750836,0.03418514512014312,0.04349633997180479,0.04686054129180481,0.04366881667986181,0.03515003099795098,0.023832214884888195,0.012706882973266092,0.004361277747529306,0.0003235359799128348,0.0007783812715368143,0.004688468752931028,0.010237996374897801,0.015434285023096673,0.01867866964397568,0.019150575899571327,0.016921816158078362,0.01280575522164332,0.008020868802853931,0.0037902566956044288,0.0009999579962128209,4.516209386748457e-06,0.0006130558834705287,0.002232187638987188,0.004100306300923148,0.005531387030704261,0.00609638354380683,0.005699915566758905,0.004547381706765872,2
0.003030609722970195,0.0015795137849605482,0.0005293143457651313,3.9817053361142594e-05,8.142483280529335e-05,0.0004800062564209803,0.0009964304712795173,0.0014104293227954858,0.0015826179475130118,0.0014799443226737163,0.0011637576230473542,0.0007513397154592227,0.0003679105098562174,0.00010585148211234755,2.4366900840824226e-06,3.937992845979183e-05,0.00015998894087519014,0.0002949657837921409,0.0003869064542080713,0.00040593988486796803,0.0003532980445570723,0.00025414268563180226,0.0001441832213301095,5.5715381031821754e-05,7.7468172958566e-06,2.576461745004894e-06,2.858357330695259e-05,6.69874839312247e-05,9.949887577832428e-05,0.00011414279636215957,0.00010772500022305598,8.486289693328661e-05,1
5.4666935990685784e-05,2.6704025111313596e-05,7.749293368676872e-06,2.2507261113294572e-07,2.450549378867986e-06,1.0185802625540647e-05,1.8639320862641045e-05,2.4152297589016745e-05,2.5076637485567052e-05,2.1759240334695927e-05,1.5872333910993253e-05,9.490615151954866e-06,0.0012823759708103044,5.316653698758621e-07,0.0013246932541831579,0.004766608323142112,0.009362926331828492,0.013930208127623148,0.017357884155957987,0.018865656575252035,0.018165390448799168,0.015495067003905407,0.011525942199038006,0.007174784953435445,0.0033734996384578646,0.0008543305433782112,4.266437051256187e-09,0.0007881208678665001,0.0028338676563683567,0.005511419838042115,0.008117858393579484,0.010037337896638417,1
