Channel_1_psd,Channel_2_psd,Channel_3_psd,Channel_4_psd,Channel_5_psd,Channel_6_psd,Channel_7_psd,Channel_8_psd,Channel_9_psd,Channel_10_psd,Channel_11_psd,Channel_12_psd,Channel_13_psd,Channel_14_psd,Channel_15_psd,Channel_16_psd,Channel_17_psd,Channel_18_psd,Channel_19_psd,Channel_20_psd,Channel_21_psd,Channel_22_psd,Channel_23_psd,Channel_24_psd,Channel_25_psd,Channel_26_psd,Channel_27_psd,Channel_28_psd,Channel_29_psd,Channel_30_psd,Channel_31_psd,Channel_32_psd,Label
0.704982205406961,0.5636606226434983,0.4369567249050518,0.3258449239252786,0.23098390178198908,0.15271605699244037,0.09107399547735258,0.04579364523221889,0.016333409291105445,0.00189863104498455,0.0014705327888086895,0.01383870498741931,0.0376361714676884,0.07137603471503214,0.11348871475381715,0.16235883282757657,0.2163608545212663,0.2738926926305777,0.33340657397906603,0.39343659213095833,0.45262249496444695,0.5097293877527321,0.5636631642906227,0.6134816065479021,0.6584012136067607,0.697799930067563,0.7312160401124526,0.758343574075059,0.7790246384102966,0.7932391267698362,0.8010922994594152,0.8028007314447185,1
0.7986771263516768,0.7891144770750629,0.7745700245081956,0.7555494266209924,0.7325915028706249,0.7062538659986283,0.6770996968685504,0.6456858602160045,0.6125525019212738,0.5782142133594567,0.5431527969783839,0.50781162067648,0.4725915076913378,0.43784807416467253,0.4038903986432522,0.3709808865787945,0.33933617824906304,0.309128940091036,0.2804903767104264,0.2535133031832958,0.22825562398103053,0.20474407516141638,0.1829780995857195,0.1629337400623528,0.14456745173380295,0.12781975202134793,0.11261864339727545,0.0988827606233112,0.086524209424355,0.07545107750425209,0.06556961110167427,0.0567860607733482,1
0.04900820871317693,0.04214659668324471,0.03611547862738116,0.030833525394006033,0.026224310884622286,0.02221660956382755,0.018744534824568344,0.015747546409961875,0.013170353156555773,0.010962734936696226,0.009079305013330692,0.00747923122830696,0.006125931647980328,0.004986757584714881,0.004032674372485571,0.0032379479504444663,0.002579843232662583,0.0020383384326936958,0.0015958579733644045,0.0012370253410938683,0.0009484362287513478,0.0007184515347197042,0.0005370092271783898,0.00039545371690473516,0.00028638118200506466,0.00020349922562184762,0.0001414992943016635,9.594041240248967e-05,6.314297004003723e-05,4.0091514079572287e-05,2.4345711793126984e-05,1.39588665230303e-05,2
7.403549179783883e-06,3.504057759834184e-06,1.3755225202126376e-06,3.695343198473146e-07,0.1030688821969403,0.08012388800407726,0.05990509756254094,0.042567392678832645,0.028205380690821694,0.01685369792245224,0.00848871326793581,0.003031537973973007,0.00035221342638836834,0.00027491973743922865,0.0025840249695714343,0.0070307784683473085,0.013340442297091092,0.021219652190260358,0.03036380354015986,0.04046426823801406,0.05121526403619648,0.06232021864278763,0.07349749503057333,0.0844853713832388,0.09504619761879023,0.10496967944114567,0.1140752693452035,0.12221367100064319,0.12926748815336508,0.13515107094941234,0.13980963090775833,0.14321771031908254,1
0.14537710246940333,0.14631432578068487,0.14607775786891206,0.14473453491101873,0.14236731795498808,0.13907102134955554,0.13494958980901264,0.1301129002864445,0.12467385332775024,0.11874570642182758,0.11243968951490116,0.10586293073335874,0.09911670881377226,0.09229503806175884,0.08548358207959751,0.07875888417787066,0.0721878954163474,0.06582777564197519,0.05972593869549412,0.05392031009161194,0.04843976385803843,0.0433047047374076,0.0385277624844026,0.03411456638505646,0.030064570234572603,0.026371900679247308,0.023026204903666338,0.0200134769787598,0.01731684564320397,0.014917309749569348,0.012794410965329867,0.010926836493607194,1
0.009292947503146933,0.007871231582131662,0.006640679822688236,0.005581091083806343,0.004673307564277831,0.0038993870494004297,0.00324271808939428,0.0026880849444215985,0.0022216894170961903,0.001831136719682352,0.0015053923253752098,0.0012347163699327763,0.0010105816419461065,0.0008255805674990625,0.0006733258964693031,0.0005483490688129843,0.00044599951133389,0.0003623474153427128,0.0002940918947701539,0.0002384758388755538,0.00019320826448162106,0.00015639454522956478,0.00012647455045348353,0.00010216846060433157,8.242983323454011e-05,6.640536470730644e-05,5.340071804989626e-05,4.2851756293232705e-05,3.430052306751887e-05,2.7375338852807516e-05,2.1774424055834377e-05,1.7252512372388366e-05,2
1.3609974538608277e-05,1.068402981042933e-05,8.341677802443331e-06,6.474035125253807e-06,4.991808778749552e-06,3.821681175977886e-06,2.903419973917985e-06,2.187559708028461e-06,0.08691754441436059,0.03537856313180776,0.006648867689072562,0.0005880484993726768,0.016563983161469578,0.053476025637856195,0.10978969498753405,0.18358172595614863,0.2725940566104544,0.3742950914201591,0.48594639878305473,0.6046728847684704,0.7275344322634612,0.8515970067977898,0.9740013048324878,1.0920271528072045,1.2031520494349432,1.3051024716988004,1.395896827602478,1.4738792259718771,1.5377435350731037,1.5865475070236186,1.6197170437685229,1.6370409632824545,2
1.6386568831312582,1.6250290653220612,1.59691925566102,1.555351698369315,1.5015736098623071,1.4370124534078519,1.3632313694878815,1.281884087234327,1.194670573782191,1.1032945754080794,1.009424072441167,0.9146555153396188,0.8204825386016882,0.7282696690273853,0.6392313618191006,0.5544165182820016,0.47469846805307186,0.4007702417105523,0.33314482029903814,0.2721599298288638,0.2179868532964866,0.17064266140636825,0.13000521623285913,0.09583027898489957,0.06777005252078526,0.045392509358253674,0.02820089417095235,0.015652843297804687,0.007178629495068955,0.002198114775658294,0.00013607444311548807,0.0004356381880341445,2
0.0025696764404144062,0.006050039433316533,0.010434630368379664,0.01533236082786182,0.020406094727102437,0.025373735656742193,0.030007650859804842,0.03413265315782118,0.03762278007983267,0.04039711777667278,0.04241491680872762,0.04367023857965634,0.04418635620570412,0.0440101132100159,0.043206418905812054,0.04185303196791867,0.040035754726911954,0.03784413130620628,0.035367713896500994,0.032692934124200976,0.029900591370101374,0.027063947621491377,0.024247399421126088,0.021505681975375307,0.01888354861357974,0.016415860523089108,0.014128016866177803,0.012036653755029781,0.010150541771069279,0.008471615351844168,0.006996072976883723,0.005715494188005135,1
0.0046179276051910335,0.0036889127919537213,0.002912407664673416,0.002271601756256509,0.001749603718365391,0.0013299987217453648,0.0009972776976194437,0.000737145526223009,0.0005367192570780605,0.0003846302370276638,0.000271045679987473,0.00018762583808852425,0.009345449091166323,0.0066329313849092545,0.004381508295715324,0.0025995639667025293,0.0012877080612501573,0.00043894813233183986,3.9009400543543305e-05,6.679230736169982e-05,0.0004949550847735999,0.0012906058460423744,0.0024160864228025703,0.0038298284034940814,0.005487260603707716,0.007341746539715441,0.009345530384369203,0.011450670344816198,0.013609939383388467,0.01577767466177088,0.017910558967369566,0.01996831961317584,1
